time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,place,type,horizontalError,depthError,magError,magNst,tsunami
2018-02-10T08:53:35.201Z,26.2578,4.9902,1.07,4.78,mb,,61.0,8.771,0.65,us,us7000009b9,various,earthquake,2.87,5.1,0.03,47,0
2018-02-10T19:51:01.732Z,18.6487,120.6832,50.56,4.7,mww,78.0,149.1,0.257,0.14,us,us7000009ba,off the coast of Japan,earthquake,3.3,2.17,0.063,46,0
2018-02-11T06:48:28.263Z,17.9027,-48.7912,44.0,4.64,mb,86.0,131.8,5.974,0.98,us,us7000009bb,various,earthquake,10.33,1.08,0.197,51,0
2018-02-11T17:45:54.794Z,-53.3467,-72.8952,3.34,5.36,mb,90.0,42.3,3.916,0.72,ak,us7000009bc,various,earthquake,2.72,10.94,0.049,54,0
2018-02-12T04:43:21.325Z,30.7386,78.4943,35.95,4.79,md,79.0,117.2,1.881,0.36,us,us7000009bd,Afghanistan,earthquake,2.13,1.31,0.031,47,0
2018-02-12T15:40:47.855Z,33.0497,167.5316,150.23,4.93,mww,85.0,112.8,1.308,0.51,us,us7000009be,near the coast of Chile,earthquake,4.02,29.99,0.079,51,0
2018-02-13T02:38:14.386Z,-3.4375,146.8436,16.66,4.91,mb,85.0,,0.007,,us,us7000009bf,near Vanuatu,earthquake,3.52,9.14,0.22,51,0
2018-02-13T13:35:40.917Z,46.9928,110.9587,49.13,5.02,mww,76.0,21.6,1.513,0.19,us,us7000009c0,near the coast of Chile,earthquake,2.52,1.49,0.059,45,0
2018-02-14T00:33:07.448Z,17.9366,-30.2365,112.06,5.7,mb,100.0,123.3,2.22,1.09,nc,us7000009c1,various,earthquake,2.08,30.27,0.201,60,0
2018-02-14T11:30:33.979Z,34.2834,88.5136,0.49,6.87,ml,101.0,46.6,1.98,0.51,us,us7000009c2,Afghanistan,earthquake,3.23,7.6,0.032,60,1
2018-02-14T22:28:00.510Z,-10.6303,174.4798,48.38,4.81,mb,85.0,92.7,0.283,0.3,us,us7000009c3,various,earthquake,1.54,8.54,0.072,51,0
2018-02-15T09:25:27.040Z,43.7157,41.7908,25.51,5.55,ml,84.0,26.2,1.18,1.15,us,us7000009c4,central Italy,earthquake,1.94,7.64,0.087,50,0
2018-02-15T20:22:53.571Z,-6.1829,-130.796,26.48,5.37,mww,94.0,88.1,1.198,0.24,us,us7000009c5,100 km ESE of Kamchatka,earthquake,6.7,11.57,0.07,56,0
2018-02-16T07:20:20.102Z,-14.6288,119.4251,128.28,5.01,ml,94.0,136.9,1.587,0.41,ak,us7000009c6,south of Fiji,earthquake,8.19,6.65,0.238,56,0
2018-02-16T18:17:46.633Z,-24.8001,-70.2017,300.62,6.37,mww,97.0,34.8,2.666,0.65,ak,us7000009c7,south of Fiji,earthquake,2.5,3.99,0.057,58,0
2018-02-17T05:15:13.164Z,-0.2796,-109.8177,6.42,4.63,mb,81.0,129.7,1.797,0.61,us,us7000009c8,near the coast of Chile,earthquake,6.39,1.0,0.22,48,0
2018-02-17T16:12:39.694Z,37.9581,18.1391,64.42,4.57,mb,72.0,71.0,0.229,0.56,ak,us7000009c9,Turkey,earthquake,1.33,2.31,0.199,43,0
2018-02-18T03:10:06.225Z,-20.9133,-169.0807,22.4,5.65,mww,73.0,55.1,0.029,0.67,us,us7000009ca,various,earthquake,1.73,4.67,0.171,43,0
2018-02-18T14:07:32.756Z,38.3604,55.8026,135.91,4.85,md,77.0,18.0,0.22,0.52,us,us7000009cb,Turkey,earthquake,3.72,2.5,0.049,46,0
2018-02-19T01:04:59.287Z,41.1106,-34.6065,142.54,5.63,mb,85.0,84.0,0.062,0.35,us,us7000009cc,various,earthquake,4.4,3.11,0.065,51,0
2018-02-19T12:02:25.818Z,18.5446,-30.0622,20.14,5.84,md,80.0,38.0,0.861,,us,us7000009cd,various,earthquake,1.87,1.46,0.103,48,0
2018-02-19T22:59:52.349Z,53.5591,-85.2609,15.33,4.54,ml,65.0,,0.501,1.2,us,us7000009ce,south of Fiji,earthquake,9.43,16.64,0.036,39,0
2018-02-20T09:57:18.879Z,-12.8628,139.6763,28.41,5.79,mww,102.0,43.3,0.011,,us,us7000009cf,near Vanuatu,earthquake,3.93,1.49,0.077,61,0
2018-02-20T20:54:45.410Z,33.5128,40.7678,270.48,4.86,mb,79.0,92.1,0.126,0.36,us,us7000009d0,Greece,earthquake,8.63,1.3,0.021,47,0
2018-02-21T07:52:11.941Z,-19.2096,-113.9176,125.19,4.93,mww,86.0,88.2,0.76,0.79,us,us7000009d1,near Vanuatu,earthquake,1.34,4.51,0.045,51,0
2018-02-21T18:49:38.472Z,39.177,144.7357,305.62,5.09,mb,83.0,57.2,4.214,0.66,us,us7000009d2,Papua New Guinea region,earthquake,3.63,4.89,0.225,49,0
2018-02-22T05:47:05.003Z,21.7893,158.9166,314.86,6.07,mww,81.0,129.3,7.888,0.17,us,us7000009d3,100 km ESE of Kamchatka,earthquake,2.25,3.97,0.021,48,0
2018-02-22T16:44:31.533Z,55.1657,96.8636,1.62,4.51,mb,61.0,35.7,0.077,0.41,ci,us7000009d4,various,earthquake,7.04,2.74,0.067,36,0
2018-02-23T03:41:58.064Z,5.4392,155.6611,44.8,4.89,mb,71.0,124.4,2.663,0.07,us,us7000009d5,100 km ESE of Kamchatka,earthquake,1.04,11.32,0.284,42,0
2018-02-23T14:39:24.595Z,40.7638,19.3599,700.0,5.2,mb,89.0,39.0,0.982,0.41,us,us7000009d6,central Italy,earthquake,5.37,2.68,0.176,53,0
2018-02-24T01:36:51.126Z,31.8454,-25.3729,121.63,5.27,ml,74.0,15.5,1.455,0.81,us,us7000009d7,various,earthquake,1.54,2.49,0.036,44,0
2018-02-24T12:34:17.657Z,34.2851,22.6841,5.55,5.21,mb,81.0,142.1,1.058,0.69,nc,us7000009d8,central Italy,earthquake,7.62,12.61,0.057,48,0
2018-02-24T23:31:44.188Z,32.903,54.721,14.0,4.59,mb,91.0,99.2,3.876,0.01,us,us7000009d9,central Italy,earthquake,2.86,9.65,0.151,54,0
2018-02-25T10:29:10.718Z,32.9819,86.3246,37.06,4.71,mww,83.0,98.3,0.977,0.51,us,us7000009da,Nepal region,earthquake,1.57,3.59,0.1,49,0
2018-02-25T21:26:37.249Z,-26.9351,-161.4645,2.14,4.77,ml,84.0,47.1,0.276,0.72,us,us7000009db,near the coast of Chile,earthquake,6.11,2.21,0.179,50,0
2018-02-26T08:24:03.780Z,-3.6621,-127.5472,2.27,5.48,mww,77.0,29.5,2.27,0.92,us,us7000009dc,south of Fiji,earthquake,3.1,1.55,0.038,46,0
2018-02-26T19:21:30.311Z,-57.7572,100.4076,19.59,4.7,mb,69.0,108.8,1.082,0.62,us,us7000009dd,various,earthquake,1.19,7.42,0.066,41,0
2018-02-27T06:18:56.842Z,-4.7084,177.5457,2.07,4.64,mww,84.0,82.6,0.187,0.7,ci,us7000009de,south of Fiji,earthquake,1.1,6.18,0.161,50,0
2018-02-27T17:16:23.372Z,37.5033,23.5336,29.22,6.39,mb,81.0,54.5,0.929,0.42,ci,us7000009df,Iran,earthquake,1.88,1.45,0.073,48,0
2018-02-28T04:13:49.903Z,16.8938,167.9663,0.34,4.51,ml,84.0,54.4,1.744,0.42,us,us7000009e0,near Vanuatu,earthquake,4.75,6.39,0.129,50,0
2018-02-28T15:11:16.434Z,20.9012,118.8669,170.32,8.18,ml,127.0,134.5,0.526,0.45,us,us7000009e1,Papua New Guinea region,earthquake,2.71,10.12,0.042,76,0
2018-03-01T02:08:42.965Z,18.7339,50.2293,1.01,5.18,mb,85.0,134.6,3.645,0.61,us,us7000009e2,various,earthquake,3.24,1.23,0.126,51,0
2018-03-01T13:06:09.496Z,30.1198,59.0169,12.51,5.56,mww,76.0,48.4,2.845,0.12,us,us7000009e3,Afghanistan,earthquake,1.44,3.11,0.039,45,0
2018-03-02T00:03:36.027Z,32.5584,153.9056,6.77,4.71,mb,83.0,121.2,1.259,0.22,us,us7000009e4,100 km ESE of Kamchatka,earthquake,4.82,3.1,0.164,49,0
2018-03-02T11:01:02.557Z,-10.8305,26.7741,11.14,4.51,ml,82.0,41.7,0.084,0.73,nc,us7000009e5,various,earthquake,2.34,7.65,0.098,49,0
2018-03-02T21:58:29.088Z,29.7532,71.7806,4.76,5.3,mww,84.0,123.1,1.313,0.56,us,us7000009e6,northern India,earthquake,2.22,1.51,0.076,50,0
2018-03-03T08:55:55.619Z,-10.8317,166.9668,10.87,5.58,mww,76.0,27.7,0.806,0.3,us,us7000009e7,south of Fiji,earthquake,3.62,1.66,,45,0
2018-03-03T19:53:22.150Z,38.3032,53.2906,505.67,5.31,mww,81.0,116.1,1.931,0.62,nc,us7000009e8,Greece,earthquake,5.35,2.93,0.129,48,0
2018-03-04T06:50:48.681Z,-24.9425,-129.5781,473.99,4.59,mb,75.0,87.8,0.466,0.39,nc,us7000009e9,near the coast of Chile,earthquake,1.07,8.64,0.041,45,0
2018-03-04T17:48:15.211Z,33.7774,31.4468,5.64,5.34,mb,77.0,26.5,,0.71,us,us7000009ea,Turkey,earthquake,1.15,18.27,0.033,46,0
2018-03-05T04:45:41.742Z,-7.1252,123.5322,297.5,5.38,mww,76.0,96.2,1.213,0.64,us,us7000009eb,off the coast of Japan,earthquake,1.3,4.16,0.037,45,0
2018-03-05T15:43:08.273Z,-31.5261,140.7371,16.04,5.14,mb,71.0,36.9,1.123,0.54,us,us7000009ec,near Vanuatu,earthquake,6.61,1.69,0.04,42,0
2018-03-06T02:40:34.804Z,40.1619,25.8801,194.64,5.37,mww,76.0,37.2,0.185,0.27,us,us7000009ed,Turkey,earthquake,6.8,10.32,0.135,45,0
2018-03-06T13:38:01.335Z,3.6756,-13.1937,168.86,5.62,md,75.0,72.6,1.01,0.35,ci,us7000009ee,various,earthquake,4.05,1.71,0.087,45,0
2018-03-07T00:35:27.865Z,30.5312,87.584,252.63,5.07,mb,81.0,145.0,1.2,0.39,us,us7000009ef,Afghanistan,earthquake,1.14,2.83,0.083,48,0
2018-03-07T11:32:54.396Z,2.7371,-46.5179,109.6,4.56,mb,78.0,134.9,3.94,0.25,ak,us7000009f0,south of Fiji,earthquake,5.17,6.4,0.082,46,0
2018-03-07T22:30:20.927Z,14.738,-30.984,26.78,4.9,ml,78.0,125.7,0.927,0.62,us,us7000009f1,various,earthquake,7.07,1.25,0.073,46,0
2018-03-08T09:27:47.458Z,40.9144,-20.6513,20.7,4.55,mb,86.0,129.2,1.532,0.68,us,us7000009f2,central Italy,earthquake,8.41,3.65,0.092,51,0
2018-03-08T20:25:13.989Z,38.1597,33.6207,100.61,4.81,mb,65.0,79.6,1.263,0.93,us,us7000009f3,central Italy,earthquake,5.87,3.09,0.037,39,0
2018-03-09T07:22:40.520Z,2.0798,-79.261,127.4,4.81,ml,78.0,62.5,0.326,0.56,nc,us7000009f4,near the coast of Chile,earthquake,2.79,12.63,0.053,46,0
2018-03-09T18:20:07.050Z,28.8679,-33.872,27.23,4.54,mb,77.0,133.8,0.306,0.61,ak,us7000009f5,various,earthquake,2.84,4.16,0.031,46,0
2018-03-10T05:17:33.581Z,40.9319,68.6499,292.18,4.76,mb,85.0,21.3,,0.36,nc,us7000009f6,various,earthquake,3.06,9.74,0.201,51,0
2018-03-10T16:15:00.112Z,29.7945,101.5513,14.17,4.57,mww,64.0,149.5,1.111,0.53,ci,us7000009f7,Afghanistan,earthquake,2.93,1.37,0.965,38,0
2018-03-11T03:12:26.643Z,17.0034,85.527,211.82,5.49,mb,80.0,87.4,3.396,0.72,us,us7000009f8,various,earthquake,3.17,4.26,0.142,48,0
2018-03-11T14:09:53.174Z,-38.8955,-86.1802,184.75,6.27,md,92.0,85.7,3.581,0.57,us,us7000009f9,Papua New Guinea region,earthquake,1.26,5.71,,55,0
2018-03-12T01:07:19.704Z,9.5257,-14.6783,4.97,4.55,mww,79.0,50.9,0.529,1.26,ak,us7000009fa,various,earthquake,6.06,1.66,0.084,47,0
2018-03-12T12:04:46.235Z,37.3158,122.4276,29.0,6.36,ml,97.0,33.9,0.161,,ci,us7000009fb,south of Fiji,earthquake,1.01,8.54,0.021,58,1
2018-03-12T23:02:12.766Z,-4.7161,146.6667,27.16,4.94,mb,77.0,105.2,0.633,0.09,us,us7000009fc,south of Fiji,earthquake,1.09,9.45,0.052,46,0
2018-03-13T09:59:39.297Z,44.7723,17.5427,51.56,4.71,mww,79.0,60.6,0.104,0.35,ci,us7000009fd,central Italy,earthquake,1.08,5.53,0.028,47,0
2018-03-13T20:57:05.828Z,23.2284,-28.2342,16.3,4.55,mb,81.0,52.3,2.28,1.07,ak,us7000009fe,Greece,earthquake,7.91,3.94,0.075,48,0
2018-03-14T07:54:32.359Z,3.3761,101.765,620.59,4.92,mww,74.0,32.7,0.237,1.03,us,us7000009ff,south of Fiji,earthquake,17.17,5.74,0.076,44,0
2018-03-14T18:51:58.889Z,-5.0359,135.9758,155.59,5.45,mww,85.0,84.9,3.019,0.51,us,us700000a00,south of Fiji,earthquake,2.06,2.34,0.039,51,0
2018-03-15T05:49:25.420Z,-10.2962,-97.7286,7.21,5.24,mww,85.0,92.4,0.805,0.62,us,us700000a01,near the coast of Chile,earthquake,1.4,1.47,0.197,51,0
2018-03-15T16:46:51.951Z,23.9863,-86.9751,10.73,4.53,mww,74.0,72.0,0.49,0.92,us,us700000a02,south of Fiji,earthquake,1.06,4.21,0.166,44,0
2018-03-16T03:44:18.482Z,24.1417,-168.0545,0.3,4.55,mb,72.0,11.7,1.044,0.96,us,us700000a03,off the coast of Japan,earthquake,7.96,3.64,0.195,43,0
2018-03-16T14:41:45.013Z,4.1972,116.8484,5.6,4.81,mb,76.0,78.8,1.395,0.07,us,us700000a04,near Vanuatu,earthquake,2.33,3.22,0.099,45,0
2018-03-17T01:39:11.543Z,11.7352,-103.9613,0.56,4.71,mww,84.0,48.1,1.814,0.7,us,us700000a05,Papua New Guinea region,earthquake,3.03,1.84,0.021,50,0
2018-03-17T12:36:38.074Z,0.6955,-87.5455,10.33,4.66,mww,86.0,29.4,0.619,1.05,nc,us700000a06,various,earthquake,2.41,1.84,0.277,51,0
2018-03-17T23:34:04.605Z,33.2065,91.1131,1.64,4.7,mb,78.0,90.9,6.109,0.73,us,us700000a07,Tibet region,earthquake,8.13,17.86,0.271,46,0
2018-03-18T10:31:31.136Z,39.1893,-133.6909,27.8,5.48,ml,80.0,104.0,0.823,0.04,us,us700000a08,Papua New Guinea region,earthquake,6.36,11.47,0.098,48,0
2018-03-18T21:28:57.667Z,-13.9914,112.4079,21.01,6.09,mb,90.0,82.6,2.698,1.26,us,us700000a09,various,earthquake,7.8,2.17,,54,0
2018-03-19T08:26:24.198Z,41.4266,70.9956,20.97,4.81,mb,75.0,96.0,0.053,0.81,us,us700000a0a,central Italy,earthquake,2.69,1.25,0.051,45,0
2018-03-19T19:23:50.728Z,22.5354,130.8679,22.5,5.92,md,90.0,94.9,2.257,0.17,us,us700000a0b,near the coast of Chile,earthquake,1.73,2.57,0.093,54,0
2018-03-20T06:21:17.259Z,-1.6074,169.4147,5.14,4.73,ml,71.0,27.4,1.202,0.44,ak,us700000a0c,off the coast of Japan,earthquake,3.76,8.46,0.137,42,0
2018-03-20T17:18:43.790Z,24.8692,158.1014,185.21,4.89,mb,82.0,40.2,1.531,0.82,us,us700000a0d,near Vanuatu,earthquake,1.71,2.01,0.09,49,0
2018-03-21T04:16:10.321Z,15.0081,172.145,28.09,4.65,ml,74.0,11.3,0.7,0.48,us,us700000a0e,Papua New Guinea region,earthquake,2.18,17.56,0.209,44,0
2018-03-21T15:13:36.852Z,-12.1694,136.4901,23.1,5.11,mww,94.0,147.5,1.181,1.01,ci,us700000a0f,100 km ESE of Kamchatka,earthquake,9.71,1.91,0.098,56,0
2018-03-22T02:11:03.382Z,-41.1358,143.161,15.34,6.82,md,89.0,39.6,4.037,0.87,nc,us700000a10,off the coast of Japan,earthquake,7.15,4.27,0.038,53,0
2018-03-22T13:08:29.913Z,-4.9459,-166.238,460.32,5.06,mww,74.0,124.1,0.732,0.74,us,us700000a11,near Vanuatu,earthquake,2.72,20.45,0.197,44,0
2018-03-23T00:05:56.444Z,37.9728,87.0049,5.74,4.77,ml,66.0,119.4,0.168,0.35,us,us700000a12,Tibet region,earthquake,2.16,1.56,0.143,39,0
2018-03-23T11:03:22.975Z,-36.3216,155.5659,258.32,5.13,mww,72.0,108.7,1.912,0.7,us,us700000a13,off the coast of Japan,earthquake,3.59,1.88,0.092,43,0
2018-03-23T22:00:49.506Z,36.4182,83.4295,204.05,4.58,mww,72.0,73.0,1.055,1.25,ci,us700000a14,Afghanistan,earthquake,5.32,4.57,0.089,43,0
2018-03-24T08:58:16.037Z,39.5468,32.9085,0.72,5.82,mb,93.0,91.7,0.83,0.8,us,us700000a15,Turkey,earthquake,1.65,7.23,0.137,55,0
2018-03-24T19:55:42.567Z,-55.1662,-172.1349,25.41,4.92,mww,86.0,36.1,2.256,0.82,us,us700000a16,various,earthquake,8.12,5.85,0.129,51,0
2018-03-25T06:53:09.098Z,-4.6349,124.5102,0.08,4.86,mww,78.0,24.9,1.239,0.19,us,us700000a17,100 km ESE of Kamchatka,earthquake,1.62,4.56,0.05,46,0
2018-03-25T17:50:35.629Z,28.1015,-57.1922,302.7,5.03,mb,81.0,59.2,1.497,0.49,us,us700000a18,various,earthquake,3.83,3.25,0.158,48,0
2018-03-26T04:48:02.160Z,28.9053,-35.0771,0.97,5.09,mww,80.0,125.6,3.907,0.62,us,us700000a19,various,earthquake,3.39,7.17,0.213,48,0
2018-03-26T15:45:28.691Z,33.997,23.4116,11.17,4.54,mb,74.0,89.0,0.09,0.63,us,us700000a1a,Turkey,earthquake,2.2,1.61,0.047,44,0
2018-03-27T02:42:55.221Z,40.0014,52.2179,1.58,5.19,mww,85.0,116.9,0.456,0.91,nc,us700000a1b,Turkey,earthquake,3.47,2.12,0.08,51,0
2018-03-27T13:40:21.752Z,0.3185,-149.4297,1.47,4.67,mww,76.0,134.6,3.427,0.26,us,us700000a1c,south of Fiji,earthquake,7.36,7.23,0.056,45,0
2018-03-28T00:37:48.283Z,44.0986,40.8652,107.33,5.25,mb,85.0,88.5,2.361,0.68,ci,us700000a1d,various,earthquake,2.2,2.32,0.04,51,0
2018-03-28T11:35:14.814Z,23.1734,143.1759,14.69,5.54,mww,,61.4,0.313,0.64,us,us700000a1e,100 km ESE of Kamchatka,earthquake,7.5,1.6,0.03,51,0
2018-03-28T22:32:41.345Z,44.2756,3.6395,24.98,5.48,mb,82.0,,0.278,1.02,nc,us700000a1f,central Italy,earthquake,1.19,8.41,0.197,49,0
2018-03-29T09:30:07.875Z,7.2538,114.7474,115.18,4.98,mb,84.0,42.1,2.616,0.68,ci,us700000a20,south of Fiji,earthquake,3.29,6.86,0.046,50,0
2018-03-29T20:27:34.406Z,8.2267,137.9415,2.93,4.94,mww,82.0,13.5,1.207,0.44,us,us700000a21,near Vanuatu,earthquake,2.04,5.07,0.119,49,0
2018-03-30T07:25:00.937Z,35.4835,5.1331,101.39,4.59,mb,77.0,17.1,2.953,0.03,ak,us700000a22,Iran,earthquake,8.99,5.27,0.077,46,0
2018-03-30T18:22:27.468Z,-13.0298,-22.5184,291.74,5.4,ml,91.0,91.5,3.746,0.56,us,us700000a23,various,earthquake,1.14,5.36,0.09,54,0
2018-03-31T05:19:53.999Z,27.0633,-172.2137,8.31,4.69,mww,73.0,134.9,0.108,0.61,us,us700000a24,near Vanuatu,earthquake,1.06,6.25,0.097,43,0
2018-03-31T16:17:20.530Z,-37.2484,-80.2177,12.81,4.91,md,82.0,89.0,5.249,0.57,us,us700000a25,various,earthquake,5.98,2.51,0.116,49,0
2018-04-01T03:14:47.060Z,40.6071,26.6779,6.34,4.7,mww,72.0,67.3,1.891,0.99,us,us700000a26,central Italy,earthquake,5.04,,0.179,43,0
2018-04-01T14:12:13.591Z,11.8943,139.4873,171.5,4.59,mww,83.0,90.8,2.698,0.81,us,us700000a27,south of Fiji,earthquake,1.51,2.2,0.039,49,0
2018-04-02T01:09:40.122Z,20.7698,135.0551,120.47,5.1,mb,77.0,104.0,1.493,0.45,ci,us700000a28,Papua New Guinea region,earthquake,9.55,3.14,0.058,46,0
2018-04-02T12:07:06.653Z,26.6195,84.9802,272.31,4.53,mb,67.0,116.2,0.546,0.43,us,us700000a29,northern India,earthquake,7.21,3.86,0.032,40,0
2018-04-02T23:04:33.184Z,-8.1591,147.5787,8.59,5.33,mww,87.0,58.6,1.372,0.66,nc,us700000a2a,south of Fiji,earthquake,1.83,7.56,0.139,52,0
2018-04-03T10:01:59.714Z,40.4665,163.0736,253.95,4.73,md,82.0,64.2,1.088,0.28,us,us700000a2b,near the coast of Chile,earthquake,4.46,3.27,0.058,49,0
2018-04-03T20:59:26.245Z,-4.087,174.789,18.24,4.5,mww,73.0,,4.034,0.53,nc,us700000a2c,Papua New Guinea region,earthquake,2.68,3.84,0.178,43,0
2018-04-04T07:56:52.776Z,44.6401,123.0436,100.21,4.93,mww,72.0,100.9,1.215,0.6,ak,us700000a2d,off the coast of Japan,earthquake,3.47,8.65,0.15,43,0
2018-04-04T18:54:19.307Z,30.8467,91.9454,17.29,4.53,mb,85.0,118.7,0.042,0.38,us,us700000a2e,Tibet region,earthquake,5.7,33.89,0.024,51,0
2018-04-05T05:51:45.838Z,-13.5511,145.4014,29.1,4.69,mww,71.0,81.5,1.738,0.53,ci,us700000a2f,Papua New Guinea region,earthquake,3.99,7.3,0.031,42,0
2018-04-05T16:49:12.369Z,41.6123,120.474,23.14,5.24,md,76.0,62.7,0.078,0.35,ci,us700000a30,near the coast of Chile,earthquake,1.3,2.44,0.112,45,0
2018-04-06T03:46:38.899Z,-8.8193,119.362,26.31,4.54,mb,85.0,56.6,4.324,1.36,us,us700000a31,100 km ESE of Kamchatka,earthquake,3.8,1.47,0.141,51,0
2018-04-06T14:44:05.430Z,-10.9866,144.393,158.32,5.6,ml,93.0,100.3,1.0,1.11,us,us700000a32,near the coast of Chile,earthquake,1.62,5.75,0.066,55,0
2018-04-07T01:41:31.961Z,19.0535,-63.3072,0.66,4.5,mww,86.0,56.3,5.163,0.51,us,us700000a33,near the coast of Chile,earthquake,2.77,5.64,0.042,51,0
2018-04-07T12:38:58.492Z,34.5898,51.4457,259.87,4.67,mww,72.0,93.9,0.039,0.3,us,us700000a34,Iran,earthquake,2.5,3.68,,43,0
2018-04-07T23:36:25.023Z,36.383,30.4119,205.78,5.31,ml,79.0,139.8,1.142,0.29,us,us700000a35,Greece,earthquake,1.26,6.16,0.048,47,0
2018-04-08T10:33:51.553Z,-35.1698,168.1684,9.14,4.73,mww,74.0,56.3,0.385,0.17,nc,us700000a36,100 km ESE of Kamchatka,earthquake,1.31,1.26,0.038,44,0
2018-04-08T21:31:18.084Z,-3.6833,110.0163,8.78,4.56,ml,81.0,19.6,1.536,0.89,us,us700000a37,100 km ESE of Kamchatka,earthquake,5.65,21.72,0.059,48,0
2018-04-09T08:28:44.615Z,3.3205,-118.2759,13.13,4.77,mww,77.0,132.4,1.034,0.56,us,us700000a38,near the coast of Chile,earthquake,3.57,3.65,,46,0
2018-04-09T19:26:11.146Z,23.3954,-83.3579,7.67,4.69,md,66.0,48.3,1.252,0.68,us,us700000a39,100 km ESE of Kamchatka,earthquake,11.91,4.35,,39,0
2018-04-10T06:23:37.677Z,46.2316,48.9896,41.31,5.61,ml,93.0,148.4,0.669,0.77,us,us700000a3a,Greece,earthquake,10.07,4.04,0.222,55,0
2018-04-10T17:21:04.208Z,-10.4203,124.9739,274.52,4.73,mb,86.0,127.6,0.079,0.47,nc,us700000a3b,Papua New Guinea region,earthquake,1.63,4.15,0.149,51,0
2018-04-11T04:18:30.738Z,39.701,176.2627,14.09,5.43,mww,75.0,69.8,0.168,0.94,nc,us700000a3c,off the coast of Japan,earthquake,6.8,7.1,,45,0
2018-04-11T15:15:57.269Z,32.4154,79.7409,43.56,5.83,mww,77.0,97.9,2.934,0.75,us,us700000a3d,Nepal region,earthquake,2.18,1.3,0.175,46,0
2018-04-12T02:13:23.800Z,38.0143,-170.3436,0.35,4.84,ml,72.0,48.9,1.82,0.54,ak,us700000a3e,near the coast of Chile,earthquake,1.57,11.13,0.255,43,0
2018-04-12T13:10:50.331Z,40.37,29.3616,25.5,5.94,ml,98.0,21.8,2.201,0.57,us,us700000a3f,Greece,earthquake,2.8,2.68,0.046,58,0
2018-04-13T00:08:16.862Z,18.0048,-120.5724,0.67,4.78,mww,72.0,83.6,0.196,0.94,us,us700000a40,Papua New Guinea region,earthquake,2.01,4.92,0.117,43,0
2018-04-13T11:05:43.392Z,39.5902,156.1325,12.21,6.5,md,88.0,69.5,0.076,0.84,ci,us700000a41,near Vanuatu,earthquake,3.13,1.24,0.024,52,0
2018-04-13T22:03:09.923Z,28.8735,83.1397,151.65,4.56,mb,83.0,145.8,0.026,0.16,ak,us700000a42,Afghanistan,earthquake,4.13,3.68,0.499,49,0
2018-04-14T09:00:36.454Z,33.7522,33.0606,113.73,5.2,mb,74.0,93.6,1.107,0.98,us,us700000a43,central Italy,earthquake,2.08,7.75,0.215,44,0
2018-04-14T19:58:02.985Z,0.9181,131.6225,7.13,4.91,mww,82.0,114.6,1.042,0.69,us,us700000a44,near the coast of Chile,earthquake,3.36,2.5,0.066,49,0
2018-04-15T06:55:29.516Z,40.2549,34.9533,37.34,4.79,mb,82.0,28.9,0.176,0.47,us,us700000a45,Turkey,earthquake,3.95,2.78,0.116,49,0
2018-04-15T17:52:56.047Z,31.728,75.0289,147.6,5.1,mww,75.0,111.3,0.638,0.33,us,us700000a46,Afghanistan,earthquake,3.87,5.13,0.099,45,0
2018-04-16T04:50:22.577Z,-49.9916,-115.7401,382.51,5.23,ml,93.0,17.9,1.133,0.53,us,us700000a47,various,earthquake,8.75,1.29,0.206,55,0
2018-04-16T15:47:49.108Z,45.8898,58.3298,6.33,4.5,md,82.0,95.8,1.69,0.59,us,us700000a48,Turkey,earthquake,4.14,2.94,0.085,49,0
2018-04-17T02:45:15.639Z,18.5713,-34.5708,25.76,4.61,ml,70.0,127.4,2.491,0.33,us,us700000a49,various,earthquake,2.21,7.08,0.034,42,0
2018-04-17T13:42:42.170Z,3.0758,116.1643,4.09,5.25,md,86.0,77.6,1.538,0.69,us,us700000a4a,near the coast of Chile,earthquake,1.3,5.42,0.085,51,0
2018-04-18T00:40:08.701Z,-11.8195,-113.7918,246.26,5.16,ml,72.0,40.1,,0.24,us,us700000a4b,south of Fiji,earthquake,3.0,4.15,0.033,43,0
2018-04-18T11:37:35.231Z,3.1193,-78.0203,26.93,6.53,ml,82.0,72.1,1.323,0.13,nc,us700000a4c,near the coast of Chile,earthquake,3.57,4.52,0.185,49,0
2018-04-18T22:35:01.762Z,-35.8303,151.8985,13.2,5.36,mww,88.0,127.8,0.138,0.62,ak,us700000a4d,100 km ESE of Kamchatka,earthquake,3.44,2.18,0.038,52,0
2018-04-19T09:32:28.293Z,16.4905,146.3463,25.16,6.31,mww,91.0,110.0,1.248,0.76,ak,us700000a4e,south of Fiji,earthquake,3.4,12.77,0.066,54,0
2018-04-19T20:29:54.824Z,32.3884,92.5676,18.56,5.23,md,75.0,94.8,0.707,0.86,us,us700000a4f,northern India,earthquake,2.41,23.53,0.031,45,0
2018-04-20T07:27:21.355Z,-27.6165,160.4103,3.56,4.71,mww,74.0,107.1,0.506,0.95,us,us700000a50,100 km ESE of Kamchatka,earthquake,10.49,1.71,0.068,44,0
2018-04-20T18:24:47.885Z,36.9799,0.2679,11.5,4.57,ml,71.0,126.8,0.986,0.11,nc,us700000a51,Turkey,earthquake,3.85,1.32,0.351,42,0
